id,title,genres,overview
105703,The Boys from Fengkuei,Drama,"Ah-Ching and his friends have just finished school in their island fishing village, and now spend most of their time drinking and fighting. Three of them decide to go to the port city of Kaohsiung to look for work. They find an apartment through relatives, and Ah-Ching is attracted to the girlfriend of a neighbor. There they face the harsh realities of the big city."
25902,Just Sex and Nothing Else,Drama Comedy Romance,"The attractive, 32-year old and single Dora edits scripts for plays and is working on ""Dangerous Liaisons."" One day when her lover shoves her, half-naked, out on a balcony at the sudden appearance of the wife that Dora didn't know he had, Dora is rescued by a handsome man named Tamas."
145066,Waterland,Drama Mystery,The story of a mentally anguished high school history teacher going through a complete reassessment of his life. His method for reassessing his life is to narrate it to his class and interweave in it three generations of his family's history.
45852,Harvard Beats Yale 29-29,Documentary Drama,"Filmmaker Kevin Rafferty takes viewers to 1968 to witness a legendary college football game and meet the people involved, interweaving actual gridiron footage with the players' own reflections. The names may be familiar (Tommy Lee Jones and friends of Al Gore and George W. Bush are among the interviewees), but their views on the game's place in the turbulent history of the 1960s college scene add an unexpected dimension."
164741,Little Richard,Music Drama TV Movie,Biopic of the rock icon.  Made for television
685,Olympia Part Two: Festival of Beauty,Documentary,"The Second part of Olympia, a documentary about the 1936 Olympic games in Berlin by German Director Leni Riefenstahl. The film played in theaters in 1938 and again in 1952 after the fall of the Nazi Regime."
8899,Lorna's Silence,Crime Drama,"In order to become the owner of a snack bar with her boyfriend, Lorna, a young Albanian woman living in Belgium, becomes an accomplice to a diabolical plan devised by mobster Fabio."
26914,Troll 2,Horror,A young child is terrified to discover that a planned family trip is to be haunted by vile plant-eating monsters out of his worst nightmare...
758,Murder Ahoy,Drama Thriller Crime Mystery Comedy,"During an annual board of trustees meeting, one of the trustees dies. Miss Marple thinks he’s been poisoned after finding a chemical on him. She sets off to investigate at the ship where he had just come from. The fourth and final film from the Miss Marple series starring Margaret Rutherford as the quirky amateur detective."
26320,Taking Woodstock,Music Comedy Drama,"The story of Elliot Tiber and his family, who inadvertently played a pivotal role in making the famed Woodstock Music and Arts Festival into the happening that it was. When Elliot hears that a neighboring town has pulled the permit on a hippie music festival, he calls the producers thinking he could drum up some much-needed business for his parents' run-down motel. Three weeks later, half a million people are on their way to his neighbor’s farm in White Lake, New York, and Elliot finds himself swept up in a generation-defining experience that would change his life–and American culture–forever."
2861,A Good Marriage,Drama Comedy Romance,"Sabine vows to give up married lovers, and is determined to find a good husband. Her best friend Clarisse introduces her to her cousin Edmond, a busy lawyer from Paris. Sabine pursues Edmond, with the encouragement of Clarisse, but Edmond does not seem very interested."
5060,Carry On Screaming,Comedy,"The sinister Dr Watt has an evil scheme going. He's kidnapping beautiful young women and turning them into mannequins to sell to local stores. Fortunately for Dr Watt, Detective-Sergeant Bung is on the case, and he doesn't have a clue! In this send up of the Hammer Horror movies, there are send-ups of all the horror greats from Frankenstein to Dr Jekyl and Mr Hyde."
6309,Flood,Drama Action Thriller,"Timely yet terrifying, The Flood predicts the unthinkable. When a raging storm coincides with high seas it unleashes a colossal tidal surge, which travels mercilessly down England's East Coast and into the Thames Estuary. Overwhelming the Barrier, torrents of water pour into the city. The lives of millions of Londoners are at stake."
2979,Return of the Ghostbusters,Comedy Fantasy Science Fiction,"The mile high city is rocked when an ancient Egyptian menace comes to town, and the Denver Ghostbusters must return to save the universe once more."
117531,The Great Gabbo,Drama Romance,"For the ventriloquist Gabbo his wooden dummy Otto is the only means of expression. When he starts relying more and more on Otto, he starts going mad."
3511,The Broken,Thriller Drama Horror,"The life of a successful radiologist spirals out of control when she sees the spitting image of herself driving down a London street. While attempting to uncover who the imposter could be, she stumbles into a terrifying mystery that her family and closest friends are somehow involved in, leaving her with no one to trust."
25900,Tension,Crime Drama,"A drugstore manager, Warren Quimby (Basehart), is married to sexy, man-hungry Claire (Totter). She leaves him for another man, Barney (Gough). Quimby decides to murder the man. He devises a complex plan, which involves assuming a new identity, to make it look like someone else murdered Claire's new boyfriend."
26009,Scandal Sheet,Thriller,A tabloid editor assigns a young reporter to solve a murder the editor committed himself.
26688,Sorority Row,Horror Mystery Thriller,"When five sorority girls inadvertently cause the murder of one of their sisters in a prank gone wrong, they agree to keep the matter to themselves and never speak of it again, so they can get on with their lives. This proves easier said than done, when after graduation a mysterious killer goes after the five of them and anyone who knows their secret."
4786,Rudo & Cursi,Comedy Drama,"Two brothers living a hard life of manual labor in rural Mexico have a simple dream: saving enough money to build their mother her dream house. But fate has other plans. A friendly game of soccer leads to first Rudo, then to Cursi being taken on by the nation’s top talent scout. Suddenly, they find themselves living the high life of star athletes: fame, fortune, fast cars and beautiful women."
142084,Hiroshima,Music,"A young man in Uruguay has trouble expressing himself verbally. As the lead singer in a band, he interacts with the world through his music."
106254,The End of St. Petersburg,Drama,"The End of St. Petersburg (Russian: Конец Санкт-Петербурга, translit. Konets Sankt-Peterburga) is a 1927 silent film directed by Vsevolod Pudovkin and produced by Mezhrabpom. Commissioned to commemorate the tenth anniversary of the October Revolution, The End of St Petersburg was to be Pudovkin's most famous film and secured his place as one of the foremost Soviet montage film directors.  The film forms part of Pudovkin's 'revolutionary trilogy', alongside Mother (1926) and Storm Over Asia (1928)."
